Gene Species Taxon Signature
0 G013008635 G013008635 0.0011825500318373846
0 G018913985 G018913985 0.0011825500318373846
0 G902789825 G902789825 0.0011825500318373846
0 G006385795 G006385795 0.0011825500318373846
0 G900167035 G900167035 0.0011825500318373846
0 G003383595 G003383595 0.0011825500318373846
0 G000622205 G000622205 0.0011825500318373846
0 G001272835 G001272835 0.0011825500318373846
0 G017445805 G017445805 0.0011825500318373846
0 G014252315 G014252315 0.0010564065266094175
0 G903934325 G903934325 0.0010564065266094175
0 G001720465 G001720465 0.0010564065266094175
0 G015134435 G015134435 0.0010564065266094175
0 G004296515 G004296515 0.0010564065266094175
0 G014251975 G014251975 0.0010564065266094175
0 G002155695 G002155695 0.0010564065266094175
0 G002155685 G002155685 0.0010564065266094175
0 G002215495 G002215495 0.0010564065266094175
0 G006542605 G006542605 0.0010564065266094175
0 G002952215 G002952215 0.0010564065266094175
0 G014252375 G014252375 0.0010564065266094175
0 G001557115 G001557115 0.0010564065266094175
0 G017444095 G017444095 0.0010564065266094175
0 G004296475 G004296475 0.0010564065266094175
0 G015134075 G015134075 0.0009077296710242159
0 G903848655 G903848655 0.0009077296710242159
0 G014252275 G014252275 0.0009077296710242159
0 G012800665 G012800665 0.00045231979340896886
0 G018200315 G018200315 0.00045231979340896886
0 G016125555 G016125555 0.00045231979340896886
0 G000220255 G000220255 0.0003080813758150107
0 G002688505 G002688505 0.0003080813758150107
0 G004365165 G004365165 0.0011825500318373846
0 G900660645 G900660645 0.0011825500318373846
0 G002372615 G002372615 0.0011825500318373846
0 G000524555 G000524555 0.0011825500318373846
0 G902782585 G902782585 0.0011825500318373846
0 G004216495 G004216495 0.0011825500318373846
0 G900549915 G900549915 0.0011825500318373846
0 G900316595 G900316595 0.0011825500318373846
0 G017084445 G017084445 0.0011825500318373846
0 G002297045 G002297045 0.0011825500318373846
0 G006491995 G006491995 0.0011825500318373846
0 G002404995 G002404995 0.0011825500318373846
0 G000526955 G000526955 0.0011825500318373846
0 G900660665 G900660665 0.0011825500318373846
0 G900770925 G900770925 0.0011825500318373846
0 G900660695 G900660695 0.0011825500318373846
0 G000733865 G000733865 0.0011825500318373846
0 G000420105 G000420105 0.0011825500318373846
0 G000620005 G000620005 0.0011825500318373846
0 G016288695 G016288695 0.0011825500318373846
0 G900660445 G900660445 0.0011825500318373846
0 G004011965 G004011965 0.0011825500318373846
0 G009792315 G009792315 0.0011825500318373846
0 G900660495 G900660495 0.0011825500318373846
0 G012220205 G012220205 0.0011825500318373846
0 G009268105 G009268105 0.0011825500318373846
0 G902800015 G902800015 0.0011825500318373846
0 G900660675 G900660675 0.0011825500318373846
0 G902791895 G902791895 0.0011825500318373846
0 G000701485 G000701485 0.0011825500318373846
0 G900660715 G900660715 0.0011825500318373846
0 G018714385 G018714385 0.0011825500318373846
0 G902766725 G902766725 0.0011825500318373846
0 G009268075 G009268075 0.0011825500318373846
0 G002437105 G002437105 0.0011825500318373846
0 G001307505 G001307505 0.0011825500318373846
0 G000701805 G000701805 0.0011825500318373846
0 G000209735 G000209735 0.0011825500318373846
0 G900660685 G900660685 0.0011825500318373846
0 G000770195 G000770195 0.0011825500318373846
0 G000026765 G000026765 0.0011825500318373846
0 G017448105 G017448105 0.0011825500318373846
0 G900660735 G900660735 0.0011825500318373846
0 G900631685 G900631685 0.0011825500318373846
0 G002276225 G002276225 0.0011825500318373846
0 G900176265 G900176265 0.0011825500318373846
0 G002009625 G002009625 0.0011825500318373846
0 G000621085 G000621085 0.0011825500318373846
0 G005774685 G005774685 0.0011825500318373846
0 G002245785 G002245785 0.0011825500318373846
0 G018024475 G018024475 0.0011825500318373846
0 G003263355 G003263355 0.0011825500318373846
0 G017633835 G017633835 0.0011825500318373846
0 G013214365 G013214365 0.0003080813758150107
0 G015134355 G015134355 0.0003080813758150107
0 G002682975 G002682975 0.0003080813758150107
0 G016924775 G016924775 0.0011825500318373846
0 G000011225 G000011225 0.0011825500318373846
0 G002298905 G002298905 0.0011825500318373846
0 G904501665 G904501665 0.0011825500318373846
0 G001641205 G001641205 0.0011825500318373846
0 G900660575 G900660575 0.0011825500318373846
0 G001641225 G001641225 0.0011825500318373846
0 G012516495 G012516495 0.0011825500318373846
0 G000434395 G000434395 0.0011825500318373846
0 G000687795 G000687795 0.0011825500318373846
0 G000685905 G000685905 0.0011825500318373846
0 G000383515 G000383515 0.0011825500318373846
0 G002399765 G002399765 0.0011825500318373846
0 G018914005 G018914005 0.0011825500318373846
0 G013214765 G013214765 0.0011825500318373846
0 G001189415 G001189415 0.0011825500318373846
0 G012934855 G012934855 0.0011825500318373846
0 G900544585 G900544585 0.0011825500318373846
0 G002483745 G002483745 0.0011825500318373846
0 G002404835 G002404835 0.0011825500318373846
0 G001900245 G001900245 0.0011825500318373846
0 G000701785 G000701785 0.0011825500318373846
0 G000019345 G000019345 0.0011825500318373846
0 G000169535 G000169535 0.0011825500318373846
0 G900660595 G900660595 0.0011825500318373846
0 G900539865 G900539865 0.0011825500318373846
0 G013008815 G013008815 0.0011825500318373846
0 G900316035 G900316035 0.0011825500318373846
0 G009884515 G009884515 0.0011825500318373846
0 G000723365 G000723365 0.0011825500318373846
0 G003640545 G003640545 0.0011825500318373846
0 G902771745 G902771745 0.0011825500318373846
0 G900763245 G900763245 0.0011825500318373846
0 G002399505 G002399505 0.0011825500318373846
0 G013139135 G013139135 0.0011825500318373846
0 G000025845 G000025845 0.0011825500318373846
0 G003688445 G003688445 0.0011825500318373846
0 G000518305 G000518305 0.0011825500318373846
0 G017394375 G017394375 0.0011825500318373846
0 G000178375 G000178375 0.0011825500318373846
0 G000712165 G000712165 0.0011825500318373846
0 G017470005 G017470005 0.0011825500318373846
0 G900476085 G900476085 0.0011825500318373846
0 G017645255 G017645255 0.0011825500318373846
0 G000731915 G000731915 0.0011825500318373846
0 G900313465 G900313465 0.0011825500318373846
0 G000702805 G000702805 0.0011825500318373846
0 G000686585 G000686585 0.0011825500318373846
0 G910589685 G910589685 0.0011825500318373846
0 G007821455 G007821455 0.0011825500318373846
0 G000687815 G000687815 0.0011825500318373846
0 G900660655 G900660655 0.0011825500318373846
0 G007859615 G007859615 0.0011825500318373846
0 G014068355 G014068355 0.0011825500318373846
0 G018064845 G018064845 0.0011825500318373846
0 G902773085 G902773085 0.0011825500318373846
0 G007858495 G007858495 0.0011825500318373846
0 G017479485 G017479485 0.0011046602912450014
0 G017450325 G017450325 0.0011046602912450014
0 G000701825 G000701825 0.0011046602912450014
0 G018883815 G018883815 0.0011046602912450014
0 G017633195 G017633195 0.0011046602912450014
0 G900660485 G900660485 0.0011046602912450014
0 G000582535 G000582535 0.0011046602912450014
0 G910578525 G910578525 0.0011046602912450014
0 G014803815 G014803815 0.0011046602912450014
0 G001179805 G001179805 0.0011046602912450014
0 G013214845 G013214845 0.0011046602912450014
0 G014238525 G014238525 0.0011046602912450014
0 G017626815 G017626815 0.0011046602912450014
0 G014238225 G014238225 0.0011046602912450014
0 G900660615 G900660615 0.0011046602912450014
0 G016296285 G016296285 0.0011046602912450014
0 G014803855 G014803855 0.0011046602912450014
0 G000384195 G000384195 0.0011046602912450014
0 G017445245 G017445245 0.0011046602912450014
0 G900317165 G900317165 0.0011046602912450014
0 G017511585 G017511585 0.0011046602912450014
0 G017052595 G017052595 0.0011046602912450014
0 G910577085 G910577085 0.0011046602912450014
0 G910579655 G910579655 0.0011046602912450014
0 G010365785 G010365785 0.0011046602912450014
0 G015233825 G015233825 0.0011046602912450014
0 G905235705 G905235705 0.0011046602912450014
0 G000309485 G000309485 0.0011046602912450014
0 G900539595 G900539595 0.0011046602912450014
0 G000622165 G000622165 0.0011046602912450014
0 G000008365 G000008365 0.0011046602912450014
0 G900542595 G900542595 0.0011046602912450014
0 G017694295 G017694295 0.0011046602912450014
0 G900767605 G900767605 0.0011046602912450014
0 G910580115 G910580115 0.0011046602912450014
0 G015058945 G015058945 0.0011046602912450014
0 G001277135 G001277135 0.0011046602912450014
0 G018714785 G018714785 0.0011046602912450014
0 G905211645 G905211645 0.0011046602912450014
0 G902791085 G902791085 0.0011046602912450014
0 G002804205 G002804205 0.0011046602912450014
0 G002727435 G002727435 0.0010564065266094175
0 G017694135 G017694135 0.0010564065266094175
0 G017454295 G017454295 0.0010564065266094175
0 G002297365 G002297365 0.0010564065266094175
0 G016735445 G016735445 0.0003080813758150107
0 G902631295 G902631295 0.0003080813758150107
0 G002711145 G002711145 0.00028393462596035555
0 G011054555 G011054555 0.00028393462596035555
0 G014251775 G014251775 0.00028393462596035555
0 G000183365 G000183365 0.0010564065266094175
0 G902791935 G902791935 0.0010564065266094175
0 G002930155 G002930155 0.0010564065266094175
0 G017531065 G017531065 0.0010564065266094175
0 G900317295 G900317295 0.0010564065266094175
0 G900540385 G900540385 0.0010564065266094175
0 G902800255 G902800255 0.0010564065266094175
0 G004843345 G004843345 0.00028393462596035555
0 G001677335 G001677335 0.00028393462596035555
0 G017618495 G017618495 0.0010564065266094175
0 G902802355 G902802355 0.0010564065266094175
0 G902620405 G902620405 0.0010564065266094175
0 G000012765 G000012765 0.0010564065266094175
0 G013911545 G013911545 0.0010564065266094175
0 G002472275 G002472275 0.0010564065266094175
0 G016287465 G016287465 0.0010564065266094175
0 G902793515 G902793515 0.0010564065266094175
0 G017540455 G017540455 0.0010564065266094175
0 G013391955 G013391955 0.0010564065266094175
0 G000011445 G000011445 0.0010564065266094175
0 G900321535 G900321535 0.0010564065266094175
0 G016296775 G016296775 0.0010564065266094175
0 G900489555 G900489555 0.0010564065266094175
0 G002804025 G002804025 0.0010564065266094175
0 G016302065 G016302065 0.0010564065266094175
0 G002795265 G002795265 0.0010564065266094175
0 G002804245 G002804245 0.0010564065266094175
0 G002321395 G002321395 0.0010564065266094175
0 G002440125 G002440125 0.0010564065266094175
0 G000224105 G000224105 0.0010564065266094175
0 G900767825 G900767825 0.0010564065266094175
0 G900550795 G900550795 0.0010564065266094175
0 G017512085 G017512085 0.0010564065266094175
0 G002804105 G002804105 0.0010564065266094175
0 G002804125 G002804125 0.0010564065266094175
0 G000327395 G000327395 0.0010564065266094175
0 G902794835 G902794835 0.0010564065266094175
0 G003512585 G003512585 0.0010564065266094175
0 G004561785 G004561785 0.0010564065266094175
0 G000701525 G000701525 0.0010564065266094175
0 G002314915 G002314915 0.0010564065266094175
0 G000008305 G000008305 0.0010564065266094175
0 G013215685 G013215685 0.0010564065266094175
0 G012511695 G012511695 0.0010564065266094175
0 G001945525 G001945525 0.0010564065266094175
0 G002449135 G002449135 0.0010564065266094175
0 G003566505 G003566505 0.0010564065266094175
0 G002290085 G002290085 0.0010564065266094175
0 G017515125 G017515125 0.0010564065266094175
0 G902803375 G902803375 0.0010564065266094175
0 G003559495 G003559495 0.0010564065266094175
0 G902772915 G902772915 0.0010564065266094175
0 G017477255 G017477255 0.0005840233687846963
0 G902797585 G902797585 0.00045231979340896886
0 G013215715 G013215715 0.00045231979340896886
0 G004335995 G004335995 0.00045231979340896886
0 G017511965 G017511965 0.00045231979340896886
0 G002399785 G002399785 0.00045231979340896886
0 G003497225 G003497225 0.00045231979340896886
0 G017652715 G017652715 0.00045231979340896886
0 G001199495 G001199495 0.00045231979340896886
0 G902803795 G902803795 0.00045231979340896886
0 G000069925 G000069925 0.00045231979340896886
0 G002371235 G002371235 0.00045231979340896886
0 G000875755 G000875755 0.00045231979340896886
0 G004379335 G004379335 0.0003878087094031862
0 G001484045 G001484045 0.0003878087094031862
0 G900540395 G900540395 0.0003878087094031862
0 G017510425 G017510425 0.0003878087094031862
0 G003725415 G003725415 0.0003878087094031862
0 G000518285 G000518285 0.0003878087094031862
0 G905197045 G905197045 0.0003878087094031862
0 G017514675 G017514675 0.0003878087094031862
0 G017468925 G017468925 0.0003878087094031862
0 G902773005 G902773005 0.0003878087094031862
0 G004335975 G004335975 0.0003878087094031862
0 G017510985 G017510985 0.0003878087094031862
0 G900545015 G900545015 0.0003878087094031862
0 G017404795 G017404795 0.0003878087094031862
0 G017694345 G017694345 0.0003878087094031862
0 G000026205 G000026205 0.0003878087094031862
0 G017511205 G017511205 0.0003878087094031862
0 G002803985 G002803985 0.0003878087094031862
0 G902802365 G902802365 0.0003878087094031862
0 G009730595 G009730595 0.0003878087094031862
0 G017470115 G017470115 0.0003878087094031862
0 G003480165 G003480165 0.0003080813758150107
0 G002723375 G002723375 0.0003080813758150107
0 G000715015 G000715015 0.00020660583346193681
0 G902632125 G902632125 0.00020660583346193681
0 G902602765 G902602765 0.00020660583346193681
0 G900149685 G900149685 0.00020660583346193681
0 G017615615 G017615615 0.00020660583346193681
0 G017514905 G017514905 0.0003080813758150107
0 G002394635 G002394635 0.0003080813758150107
0 G002404865 G002404865 0.0003080813758150107
0 G017515205 G017515205 0.0003080813758150107
0 G017421685 G017421685 0.0003080813758150107
0 G016280905 G016280905 0.0003080813758150107
0 G012744375 G012744375 0.0003080813758150107
0 G016286785 G016286785 0.0003080813758150107
0 G016812035 G016812035 0.0003080813758150107
0 G001715535 G001715535 0.0003080813758150107
0 G000177375 G000177375 0.0003080813758150107
0 G017431745 G017431745 0.0003080813758150107
0 G018065105 G018065105 0.0003080813758150107
0 G017406775 G017406775 0.0003080813758150107
0 G002449265 G002449265 0.0003080813758150107
0 G017460625 G017460625 0.0003080813758150107
0 G017645955 G017645955 0.0003080813758150107
0 G014239735 G014239735 0.0003080813758150107
0 G004843165 G004843165 0.00020660583346193681
0 G017514025 G017514025 0.0003080813758150107
0 G001267155 G001267155 0.0003080813758150107
0 G002843565 G002843565 0.0003080813758150107
0 G017511865 G017511865 0.0003080813758150107
0 G000433315 G000433315 0.0003080813758150107
0 G017515105 G017515105 0.0003080813758150107
0 G017536895 G017536895 0.0003080813758150107
0 G002296455 G002296455 0.0003080813758150107
0 G002292805 G002292805 0.0003080813758150107
0 G017404325 G017404325 0.0003080813758150107
0 G017514125 G017514125 0.0003080813758150107
0 G002721675 G002721675 0.0003080813758150107
0 G017506895 G017506895 0.0003080813758150107
0 G017433245 G017433245 0.0003080813758150107
0 G910588395 G910588395 0.0003080813758150107
0 G012837435 G012837435 0.0003080813758150107
0 G002237575 G002237575 0.0003080813758150107
0 G014202755 G014202755 0.00015802482358002012
0 G007845165 G007845165 0.00015802482358002012
0 G001564455 G001564455 0.00015802482358002012
0 G015059105 G015059105 0.00015802482358002012
0 G017964025 G017964025 0.00015802482358002012
0 G900540365 G900540365 0.00015802482358002012
0 G017619315 G017619315 0.00015802482358002012
0 G017431725 G017431725 0.00015802482358002012
0 G002393165 G002393165 0.00015802482358002012
0 G018274325 G018274325 0.00015802482358002012
0 G015140255 G015140255 0.00020660583346193681
0 G903893935 G903893935 0.00020660583346193681
0 G017617715 G017617715 0.00020660583346193681
0 G902543185 G902543185 0.00020660583346193681
0 G017444905 G017444905 0.00020660583346193681
0 G001724215 G001724215 0.00020660583346193681
0 G007065885 G007065885 0.00020660583346193681
0 G015134395 G015134395 0.00020660583346193681
0 G000714765 G000714765 0.00020660583346193681
0 G902766255 G902766255 0.00020660583346193681
0 G002706445 G002706445 0.00020660583346193681
0 G019204045 G019204045 0.00020660583346193681
0 G004331795 G004331795 0.00020660583346193681
0 G007004095 G007004095 0.0001777596072638337
0 G902780175 G902780175 0.00010008507239485754
0 G017634595 G017634595 0.00010008507239485754
0 G903868655 G903868655 0.00010008507239485754
0 G017695095 G017695095 0.00010008507239485754
0 G902606585 G902606585 0.00010008507239485754
0 G902782225 G902782225 0.00010008507239485754
0 G902635985 G902635985 0.00010008507239485754
0 G902797795 G902797795 0.00015802482358002012
0 G013333135 G013333135 0.00015802482358002012
0 G013332955 G013332955 0.00015802482358002012
0 G905372495 G905372495 0.00015802482358002012
0 G015257485 G015257485 0.00015802482358002012
0 G002397465 G002397465 0.00015802482358002012
0 G903845135 G903845135 0.00015802482358002012
0 G013333375 G013333375 0.00015802482358002012
0 G017533605 G017533605 0.00015802482358002012
0 G016876135 G016876135 0.00015802482358002012
0 G017652105 G017652105 0.00015802482358002012
0 G017516075 G017516075 0.00015802482358002012
0 G009696175 G009696175 0.00015802482358002012
0 G015257455 G015257455 0.00015802482358002012
0 G016872075 G016872075 0.00015802482358002012
0 G016182485 G016182485 0.00015802482358002012
0 G017545505 G017545505 0.00015802482358002012
0 G008086545 G008086545 0.00015802482358002012
0 G002438785 G002438785 0.00015802482358002012
0 G017432225 G017432225 0.00015802482358002012
0 G009392285 G009392285 0.00015802482358002012
0 G017404935 G017404935 0.00015802482358002012
0 G015059065 G015059065 0.00015802482358002012
0 G017514765 G017514765 0.00015802482358002012
0 G902784015 G902784015 0.00015802482358002012
0 G015257445 G015257445 0.00015802482358002012
0 G017510925 G017510925 0.00015802482358002012
0 G002070905 G002070905 0.00011575233465358653
0 G903825105 G903825105 9.127571170764118e-05
0 G902772725 G902772725 5.566001085674152e-05
0 G902554705 G902554705 8.233538768459407e-05
0 G009827495 G009827495 8.233538768459407e-05
0 G014252335 G014252335 8.233538768459407e-05
0 G902792815 G902792815 8.233538768459407e-05
0 G000758925 G000758925 8.233538768459407e-05
0 G001542875 G001542875 8.233538768459407e-05
0 G002377695 G002377695 8.233538768459407e-05
0 G900320385 G900320385 8.233538768459407e-05
0 G002712945 G002712945 8.233538768459407e-05
0 G015134315 G015134315 8.233538768459407e-05
0 G000614105 G000614105 8.233538768459407e-05
0 G017651465 G017651465 8.233538768459407e-05
0 G002395925 G002395925 8.233538768459407e-05
0 G000220235 G000220235 8.233538768459407e-05
0 G017475415 G017475415 3.5624032867078264e-05
